"Sku","Description","SubCategory","Fulfillment Cost","USA cost","Overseas Cost","Labor Cost","Alt Item Number","Alternate Product","On Order","Lead Time","Total Inventory","Tags","Active","Weight Amount","Weight Unit","Length","Width","Height","Dimensional Unit","External Site Product","Departments","Minimum Inventory","Maximum Inventory","Image"
"LTM7311","30oz Tumbler - Navy","","12","","0","0","null","null","0","3","30","New Product,Missing Info,Q2","Yes","0","Ounce(s)","0","0","0","Inches","No","Engraving, UVP","0","0",""
"LTM7312","30 oz. Orange Tumbler","","12","","0","0","TUM7312","null","0","3","23","","Yes","14.2","Ounce(s)","4","4","7.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/e57010e1-dcaf-49ab-9bb2-7b93b3237262IMG_9909_clipped_rev_1 %281%29.jpg"
"LTM7313","30oz. Tumbler - Maroon","","12","","0","0","TUM7313","null","0","3","0","","Yes","14.2","Ounce(s)","4","4","7.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/6d022770-860a-4eb8-9866-8b4a8d5928b6LTM7313_BLANK.png"
"LTM7314","30oz. Tumbler - White","","12","","0","0","TUM7314","null","0","3","12","","Yes","14.2","Ounce(s)","4","4","7.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/4059bf14-a7d3-4181-bb83-78b34d95cf1dIMG_7680_clipped_rev_1.jpg"
"LTM7316","30oz. Tumbler - Black w/ silver ring","","12","","0","0","","null","0","3","53","","Yes","14.2","Ounce(s)","4","4","7.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/1849309e-ff46-4b35-aff2-a0fe03bef46eIMG_9919_clipped_rev_1.jpg"
"LTM752","16oz. Tumbler - Black","","11.5","","0","0","TUM752","null","0","3","61","","Yes","10.5","Ounce(s)","3.38","0.13","6","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/908510a8-e268-49a4-bb4a-b473e3938619IMG_9961_clipped_rev_1.jpg"
"LTM755","16oz. Tumbler - Pink","","11.5","","0","0","TUM755","null","0","3","16","","Yes","10.5","Ounce(s)","3.38","0.13","6","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/66b0af1e-a9e8-4e72-af6e-d2bf2aa6bcbaIMG_9955_clipped_rev_1.jpg"
"LTM756","16oz. Tumbler - Teal","","11.5","","0","0","TUM756","null","0","3","3","","Yes","10.5","Ounce(s)","3.38","0.13","6","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/ff1971e8-c930-42d2-b132-8a547e560d63IMG_9965_clipped_rev_1.jpg"
"LTM760","16oz. Tumbler - Grey","","11.5","","0","0","TUM760","null","0","3","5","","Yes","10.5","Ounce(s)","3.38","0.13","6","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/8da43a16-06a0-4ad6-8353-a8f0cfdbd8ecIMG_9963_clipped_rev_1.jpg"
"LTM764","16oz. Tumbler - White","","11.5","","0","0","TUM764","null","0","3","20","","Yes","10.5","Ounce(s)","3.38","0.13","6","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/b030ab02-0a04-48ef-a185-7a08f39b9336IMG_9967_clipped_rev_1.jpg"
"LTM802","16oz. Wine Tumbler - Black","","11.5","","0","0","","null","0","3","10","","Yes","9.3","Ounce(s)","3.5","3.5","5.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/f962b508-61f9-447a-bee9-943ce1614b6fIMG_9899_clipped_rev_1.jpg"
"LTM805","16 oz. Wine Tumbler - Pink","","11.5","","0","0","","null","0","3","19","","Yes","9.3","Ounce(s)","3.5","3.5","5.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/5228394f-e781-4a1a-b129-d5b54896e42fIMG_9903_clipped_rev_1.jpg"
"LTM806","16 oz. Wine Tumbler - Teal","","11.5","","0","0","","null","0","3","20","","Yes","9.3","Ounce(s)","3.5","3.5","5.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/aa3b22db-e732-4b9b-8fea-4371b2358f8fIMG_9905_clipped_rev_1.jpg"
"LTM811","16oz. Wine Tumbler - Navy","","11.5","","0","0","","null","0","3","6","","Yes","9.3","Ounce(s)","3.5","3.5","5.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/091040c4-2298-42e1-9475-b5ec9893162bIMG_9901_clipped_rev_1.jpg"
"LTM814","16oz. Wine Tumbler - White","","11.5","","0","0","","null","0","3","6","","Yes","9.3","Ounce(s)","3.5","3.5","5.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/94f16659-f521-4596-9364-5fcba78cc473IMG_9907_clipped_rev_1.jpg"
"LTM852","12oz. Wine Tumbler - Black","","10","","0","0","WTM852","null","0","60","1319","","Yes","7.5","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/2b2cb00a-1509-42e4-aa63-670135461788IMG_7707_clipped_rev_1.jpg"
"LTM853","12oz. Wine Tumbler - Red","","10","","0","0","WTM853","null","0","3","13","","Yes","7.5","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/b8ec9282-a014-4258-9946-2e02cbe82c91IMG_9897_clipped_rev_1.jpg"
"LTM854","12oz. Wine Tumbler - Royal Blue","","10","","0","0","WTM854","null","0","3","25","","Yes","7.5","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/bea8de1e-d8a5-44d4-8d13-6b04a175ec2aIMG_9895_clipped_rev_1.jpg"
"LTM855","12oz. Wine Tumbler - Pink","","10","","0","0","WTM855","null","0","3","74","","Yes","7.5","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/8ca3586b-8363-4f11-bd42-27d73a05296aIMG_7706_clipped_rev_1.jpg"
"LTM856","12oz. Wine Tumbler - Teal","","10","","0","0","WTM856","null","0","75","1058","","Yes","7.1","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/d06d71d5-085b-4c9a-b294-efa4b9f88326IMG_0933_clipped_rev_1.jpg"
"LTM859","12oz. Wine Tumbler - Purple/ Grape","","10","","0","0","WTM859","null","0","3","32","","Yes","7.1","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/4e7eff35-c688-4ed0-a69d-d304b746522dLTM859_BLANK.png"
"LTM860","12oz. Wine Tumbler - Grey","","10","","0","0","WTM860","null","0","3","15","","Yes","7.1","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/e9957a29-f5e0-4fbb-b6cf-12d4e25391d9LTM860_BLANK.png"
"LTM861","12oz. Wine Tumbler - Navy","","10","","0","0","WTM861","null","0","3","0","","Yes","7.1","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/4523edef-c89e-4de8-847b-40590d31f9c3LTM861_BLANK.png"
"LTM862","12oz. Wine Tumbler - Orange","","10","","0","0","WTM862","null","0","3","0","","Yes","7.1","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/c0a8db19-874b-4c2e-b32e-ceed7ff5e493LTM862_BLANK %281%29.png"
"LTM863","12oz. Wine Tumbler - Maroon","","10","","0","0","WTM863","null","0","3","0","","Yes","7.5","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/1c60a865-64a0-4b87-8568-c2ed585d8cb7IMG_7710_clipped_rev_1 copy.jpg"
"LTM864","12oz. Wine Tumbler - White","","10","","0","0","WTM864","null","0","75","2133","","Yes","7.1","Ounce(s)","3.5","3.5","3.5","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/fc56ac98-7317-4245-b2a3-d73fd5bacd35IMG_7711_clipped_rev_2.jpg"
"LTM865","12oz. Wine Tumbler - Green","","10","","0","0","WTM865","null","0","3","0","","Yes","7.1","Ounce(s)","3.5","3.5","4.38","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/98ec0074-c80f-4d85-8883-9bb507eb5247LTM865_BLANK.png"
"LTM972","20oz. Pilsner Tumbler-Black","","13.5","","0","0","TUM972","null","0","3","0","","Yes","12.5","Ounce(s)","3.44","2.88","8.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/f170479b-5bbb-4df5-b828-c917c1293102IMG_9932_clipped_rev_1.jpg"
"LTM975","20oz. Pilsner Tumbler-Pink","","13.5","","0","0","TUM975","null","0","3","0","","Yes","12.5","Ounce(s)","3.44","2.88","8.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/18613064-0007-449a-bc20-1479104f1c6fIMG_9930_clipped_rev_1.jpg"
"LTM976","20oz. Pilsner Tumbler- Teal","","13.5","","0","0","TUM976","null","0","3","2","","Yes","12.5","Ounce(s)","3.44","2.88","8.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/c7b56c2e-d24b-4105-a371-269af7797016IMG_9925_clipped_rev_1 %281%29.jpg"
"LTM980","20oz. Pilsner Tumbler-Grey","","13.5","","0","0","TUM980","null","0","3","0","","Yes","12.5","Ounce(s)","3.94","2.88","8.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/97577073-c654-44c1-9820-2f3b6669c416IMG_9923_clipped_rev_1 %281%29.jpg"
"LTM984","20oz. Pilsner Tumbler-White","","13.5","","0","0","TUM984","null","0","3","7","","Yes","12.5","Ounce(s)","3.94","2.88","8.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/e52c7db3-7063-4f6e-a1ea-e4628e213576IMG_9928_clipped_rev_1.jpg"
"LUGTGBKGD","Luggage Tag - Black with Gold engraving","","5.5","","0","0","GFT243A","null","0","0","15","","Yes","0.5","Ounce(s)","4.25","0.06","2.75","Inches","No","Engraving","0","9999",""
"LUGTGDKB","Luggage Tag- Dark Brown","","5.5","","0","0","GFT180","null","0","3","33","","Yes","0.5","Ounce(s)","4.25","0.06","2.75","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/07ee64b1-d885-4a41-850e-2d321044f705IMG_8221_clipped_rev_1.jpg"
"LUGTGGRY","Luggage Tag- Gray","","5.5","","0","0","GFT368","null","0","3","23","","Yes","0.5","Ounce(s)","4.25","0.06","2.75","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/d6230073-c376-4900-82d7-3962c4d96e06IMG_0259_clipped_rev_1.jpg"
"LUGTGLTB","Luggage Tag- Tan","","5.5","","0","0","GFT179","null","0","3","26","","Yes","0.5","Ounce(s)","4.25","0.06","2.75","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/deef9c9f-2faf-4411-b9b9-092be7ac0857IMG_0251_clipped_rev_1.jpg"
"LUGTGMRB","4 1/4"" x 2 3/4"" White Marble Laserable Leatherette Luggage Tag","","5.5","","0","0","GFT866","null","0","3","14","","Yes","0.5","Ounce(s)","4.25","0.06","2.75","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/77db5ecf-ac47-4670-9af3-ec311f126714IMG_0255_clipped_rev_1.jpg"
"LUGTGPNK","Luggage Tag- Pink","","5.5","","0","0","GFT371","null","10","3","9","","Yes","0.5","Ounce(s)","4.25","0.06","2.75","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/471afad4-cc50-42b1-8298-120a768e998cIMG_0103_clipped_rev_1.jpg"
"LUGTGRWH","Luggage Tag- Rawhide","","5.5","","0","0","GFT264","null","10","3","9","","Yes","0.5","Ounce(s)","4","0.06","2.75","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/83c5bdd6-160f-4332-976d-167d41f585a6IMG_0107_clipped_rev_1 %281%29.jpg"
"LUGTGTEL","Luggage Tag- Teal","","5.5","","0","0","GFT802","null","10","3","2","","Yes","0.5","Ounce(s)","4.25","0.06","2.75","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/a682375e-4f8e-4145-a3d3-f6b5ca031873IMG_0099_clipped_rev_1.jpg"
"LUNBOXBLU01","Lunchbox-Blue","","15","","0","0","null","null","0","75","39","New Product,Missing Info","Yes","5.4","Ounce(s)","11","9","3","Inches","No","Embroidery","25","1000",""
"LUNBOXPNK01","Lunchbox-Pink","","15","","0","0","null","null","0","75","479","New Product,Missing Info","Yes","5.4","Ounce(s)","11","9","3","Inches","No","Embroidery","25","1000",""
"LUPVTOT","Weekender","","38","","0","0","null","null","0","7","2783","","Yes","3.69","Pound(s)","23","12","10","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/e08fb894-56c6-46f3-8687-30d2718ae8d6Hefa8741f75c3459b971ea3e960781229i.jpg"
"LWB202","32 oz. Water Bottle- Black","","18.5","","0","0","SWB202","null","0","3","0","","Yes","1.08","Pound(s)","3.69","3.69","10.31","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/3b9fd607-b22a-4d51-b38e-f56fb8efc4c4IMG_9969_clipped_rev_1.jpg"
"LWB205","32 oz. Pink Water Bottle","","18.5","","0","0","SWB205","null","0","3","4","","Yes","1.08","Pound(s)","3.69","3.69","10.31","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/024c748d-a612-45a0-923e-746d9af0fd60IMG_9973_clipped_rev_1.jpg"
"LWB206","32 oz. Teal Water Bottle","","18.5","","0","0","SWB206","null","0","3","8","","Yes","1.08","Pound(s)","3.69","3.69","10.31","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/bfd500b3-cb3a-415e-9304-b6b9b6cbe41bIMG_9971_clipped_rev_1.jpg"
"LWB214","32 oz. White Water Bottle","","18.5","","0","0","SWB214","null","0","3","4","","Yes","1.08","Pound(s)","3.69","3.69","10.31","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/f9211739-658d-4b67-82f3-d9ae01620d11IMG_9975_clipped_rev_1.jpg"
"M4042","GLUE, Hot Melt adhesive pellets for mug boxes, Infinity Bond, 25 lb box","Shipping Supplies","0","","0","0","M4042","null","0","0","0","","Yes","25","Pound(s)","0","0","0","Inches","No","Sublimation","1","2",""
"MAPLEWOOD","Maple Wood (Raw Material)","Wood Products","0","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","120","96","0.75","Inches","No","Inventory","0","5999",""
"MAT18X12","Door Mat 18"" x 12""","","8.5","","0","0","","null","1500","15","1500","","Yes","1.93","Pound(s)","18","12","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/9b224666-afd3-428e-b05f-4fe16db0a09eIMG_8299_clipped_rev_1.jpg"
"MAT24X16","Door Mat 24"" x 16""","","11.5","","0","0","","null","1000","14","2920","","Yes","3.08","Pound(s)","24","16","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/8f4450b2-2c0b-4ccd-b8d0-ff4913944d5aIMG_8299_clipped_rev_1.jpg"
"MAT30X18","Door Mat 30"" x 18""","","15.5","","0","0","null","null","3300","14","2040","","Yes","4.6","Pound(s)","30","18","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/c2b94390-55fc-43e5-8300-e0e88881c405IMG_8299_clipped_rev_1.jpg"
"MAT36X24","Door Mat 36"" x 24""","","21","","0","0","","null","3204","14","3096","","Yes","6.85","Pound(s)","36","24","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/f7923656-eabe-42b6-8494-2c71dbf18ccdIMG_8299_clipped_rev_1.jpg"
"MATBLN18X12","blank 18x12 coir doormat","","5","","0","0","null","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"MATBLN24X16","blank 24x16 coir doormat","","9","","0","0","null","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"MATBLN30X18","blank 30x18 coir doormat","","13","","0","0","null","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"MATBLN36X24","blank 36x24 coir doormat","","18","","0","0","null","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"MAUVE_THREAD","Mauve Thread (75005) 5000 Meters 40w Polyester","Embroidery Supplies","0","","0","0","Mauve Thread 75005","null","0","7","2","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0","https://cwaprodstorage.blob.core.windows.net/images/1d9e9744-f523-4b31-8e7b-537af7565e2aScreenshot 2022-10-04 161535.png"
"MBG97BLK","Makeup Bag with Black Zipper 9x7 inches","","3.5","","0","0","null","null","0","0","0","","Yes","1.1","Ounce(s)","9","7","0","Inches","No","Sublimation","0","0","https://cwaprodstorage.blob.core.windows.net/images/0f311382-ac15-4718-b3b0-eeceb7e20050TEST %2833%29.png"
"MBG97PNK","Makeup Bag with Pink Zipper 9x7 inches","","3.5","","0","0","","null","0","0","0","","Yes","1.1","Ounce(s)","9","7","0","Inches","No","Sublimation","0","0","https://cwaprodstorage.blob.core.windows.net/images/20bbb979-27e1-466f-ac91-64beac8cd858TEST %2834%29.png"
"MBG97TEL","Makeup Bag with Teal Zipper 9x7 inches","","3.5","","0","0","","null","0","0","0","","Yes","1.1","Ounce(s)","9","7","0","Inches","No","Sublimation","0","0","https://cwaprodstorage.blob.core.windows.net/images/73e02d0e-5c0b-4801-89b7-0bec2b2ee164TEST %2836%29.png"
"MBG97WHT","Makeup Bag with White Zipper 9x7 inches","","3.5","","0","0","","null","0","3","32","","Yes","1.1","Ounce(s)","9","7","0","Inches","No","Sublimation","0","0",""
"MDFBAK38","MDF Wood 3/8"" 
 Raw Material","Wood Products","0","","0","0","null","null","0","5","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","1","1000",""
"MDFBAKTHN","1/8"" MDF BACKING","","1","","0","0","","null","0","0","0","","Yes","1","Ounce(s)","48","96","0.13","Inches","No","","1","1",""
"MDFTHN","1/8"" MDF","","1","","0","0","","null","0","0","0","","Yes","1","Ounce(s)","48","96","0.13","Inches","No","","1","1",""
"MEAS","wood handle swiss army knife","","5","","0","0","null","null","0","90","279","","Yes","3.5","Ounce(s)","3.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/46c1337f-6d06-4b29-84a4-ddd4c6bce100updated %281%29.png"
"MGRNDBLK","Four Part Metal Herb Grinder Zinc Alloy","","8","","0","0","","null","500","0","59","","Yes","1","Ounce(s)","2.48","2","2","Inches","No","Engraving, UVP","0","5999",""
"MIMSUBBLK","MIMAKI SUBLIMATION INK BLACK","Sublimation Supplies","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Sublimation","0","0",""
"MIMSUBBLU","MIMAKI SUBLIMATION INK BLUE","Sublimation Supplies","0","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Sublimation","0","0",""
"MIMSUBMAG","MIMAKI SUBLIMATION INK MAGENTA","Sublimation Supplies","0","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Sublimation","0","0",""
"MIMSUBYEL","MIMAKI SUBLIMATION INK YELLOW","Sublimation Supplies","0","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Sublimation","0","0",""
"ML.PAC.BOX.2BAG","Mint and Lily White Box, over bag, and tiny bag. Replacement for damaged boxes.","","0.5","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Electroplating","0","0",""
"ML-BAGLG","Mint & Lily Large drawstring bag, white","Shipping Supplies","0","","0","0","null","null","0","0","5998","Missing Info,Fanrock Inventory","Yes","1","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0",""
"ML-BAGSM","Mint & Lily Small Ring Bag, white","Shipping Supplies","0","","0","0","null","null","0","0","48","Missing Info,Fanrock Inventory","Yes","1","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0",""
"ML-BOXWHITE","Mint & Lily White Box (new) for rings, bracelets, necklaces","Shipping Supplies","0","","0","0","null","null","0","0","10080","Missing Info,Fanrock Inventory","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0",""
"ML-BRCBOX-EMPTY","Mint&Lily Black Jewelry Necklace/Bracelet Box 
 Black Slide Open Lid
 Black Foam Insert With Necklace Slit 
 Size Small ( Necklace / Bracelet Box)
 3.5"" x 3.5"" x 1""","Shipping Supplies","0","","0","0","null","null","0","7","0","Fanrock Inventory","Yes","1","Ounce(s)","3.5","3.5","1","Inches","No","Inventory, Fulfillment","0","0",""
"ML-RNGBOX-EMPTY","Mint&Lily Black Sliding Jewelry Ring Box 
 Black Slide Open Lid 
 Black Foam Insert with Ring Slit 
 Size XSmall ( Ring Box)
 1.5"" x 1.5"" x 1""","Shipping Supplies","0","","0","0","null","null","0","7","0","Fanrock Inventory","Yes","1","Ounce(s)","1.5","1.5","1","Inches","No","Inventory, Fulfillment","0","0",""
"MLS24026","Uline Jewelry Boxes - Black Matte (100 in a case) 
 Sent by Mint and Lily
 3 1⁄2 x 3 1⁄2 x 1"" 
 Backup box when brand box is oos","Shipping Supplies","0","","0","0","S-24026","null","0","2","0","Fanrock Inventory","Yes","0","Ounce(s)","3.5","3.5","1","Inches","No","Inventory","0","0","https://cwaprodstorage.blob.core.windows.net/images/4149c278-9e55-42ff-b4d9-2f0bcf57e9efScreenshot 2022-12-17 155559.png"
"MLTR100","Black Lighter Matte Black Finish Tin Case","","5","","1.5","0","0024409999208","null","0","4","1221","","Yes","2.7","Ounce(s)","2.25","1.5","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/4a943de4-e60a-4257-950f-fc65083fdd61Web_Support_GFLT13.jpg"
"MLTRSIL100","Silver Metal Lighter  
 Matching Silver Tin Case  
 Does Not Include Lighter Fluid","","6.5","","0","0","null","null","0","30","487","New Product","Yes","2.7","Ounce(s)","2.25","1.5","0","Inches","No","Engraving, UVP","1","10000",""
"MLTRWHT100","White Metal Lighter 
 Matching White Tin Case  
 Does Not Include Lighter Fluid","","6.5","","0","0","null","null","0","30","479","New Product","Yes","2.7","Ounce(s)","2.25","1.5","0","Inches","No","Engraving, UVP","1","10000",""
"MMC100","Money Clip-Metal Black","","4.5","","0","0","","null","0","30","0","","Yes","0.8","Ounce(s)","2","0.75","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/07f79255-3801-4df1-94d5-c701baaeb054IMG_9088_clipped_rev_1 %281%29.jpg"
"MMC1002","Money Clip-Metal Gold","","4.5","","0","0","","null","0","30","281","","Yes","0.9","Ounce(s)","2","0.75","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/f9430105-4ef9-4874-8781-8d920114b4e7IMG_9085_clipped_rev_1.jpg"
"MMC101","Money Clip-Metal Stainless","","4.5","","0","0","","null","0","30","483","","Yes","0.4","Ounce(s)","2","0.75","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/b1c1e862-b56d-4e2c-9699-8f3ab96e8ad1IMG_0363_clipped_rev_1.jpg"
"MNHSSPBRN","Stainless Steel Name Insert With Brown Hanger","","10","","0","0","","null","0","0","0","","Yes","4.45","Ounce(s)","18","10","0.5","Inches","No","Metal","0","5999",""
"MNHSSPWHT","Stainless Steel Name Insert With White Hanger","","10","","0","0","","null","0","0","0","","Yes","4.45","Ounce(s)","18","10","0.5","Inches","No","Metal","0","5999","https://cwaprodstorage.blob.core.windows.net/images/6ef4c601-7cdb-4766-ab6b-68d8502368fb20230323_122455.jpg"
"MNKBLKGRY","Mink Blanket Gray 
 Oversized Gray Mink Touch Blanket 
 60""x72""","","39.5","","0","0","QUAL1154","null","0","60","264","New Product,Missing Info,Q2","Yes","0","Ounce(s)","60","0","72","Inches","No","Embroidery","1","1000",""
"MNYCLBKGD","Black/Gold Laserable Leatherette Wallet Clip","","7.5","","0","0","GFT252A","null","0","3","0","","Yes","0.05","Pound(s)","4","2.75","0.13","Inches","No","","0","9999",""
"MNYCLBKSR","Black/Silver Laserable Leatherette Wallet Clip","","7","","0","0","GFT608","null","0","3","54","Fanrock Inventory","Yes","0.9","Ounce(s)","4","3","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/24865d58-8595-4d44-9f73-b6308d104f4cIMG_8203_clipped_rev_1.jpg"
"MNYCLDKB","Dark Brown Laserable Leatherette Wallet Clip","","7.5","","0","0","GFT198","null","0","3","10","Fanrock Inventory","Yes","0.9","Ounce(s)","4","3","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/b20c8e08-acb2-4e0b-8eca-ced3b8000a86IMG_8199_clipped_rev_1.jpg"
"MNYCLGRY","Gray Laserable Leatherette Wallet Clip","","7.5","","0","0","GFT386","null","0","3","17","","Yes","0.9","Ounce(s)","4","3","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/2b14ec22-402c-4c22-b05e-490f66381bf1IMG_8195_clipped_rev_1.jpg"
"MNYCLLTB","Light Brown Laserable Leatherette Wallet Clip","","7.5","","0","0","GFT197","null","0","3","37","Fanrock Inventory","Yes","0","Ounce(s)","4","3","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/c5e4ae4b-b29e-43cf-a935-21657c3879eaGFT197_BLANK.png"
"MNYCLRUS","Rustic/Gold Laserable Leatherette Wallet Clip","","7","","0","0","GFT712","null","0","3","30","Fanrock Inventory","Yes","0.9","Ounce(s)","4","3","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/0c31edc4-4a56-4587-8953-2d6917c0b905IMG_8205_clipped_rev_1.jpg"
"MNYCLRWH","Rawhide Laserable Leatherette Wallet Clip","","7.5","","0","0","GFT273","null","0","3","43","","Yes","0.9","Ounce(s)","4","3","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/d6603192-86a4-4664-abec-9b43a2d11c09IMG_8209_clipped_rev_1.jpg"
"MNYCLTAN","MONEYCLIP TAN","","7.5","","0","0","null","null","0","0","30","","Yes","0","Ounce(s)","0","0","0","Inches","No","Engraving","0","0",""
"MPLOVL0806","Maple Oval Cutting Board - 8x6x1","Wood Products","7","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","8","6","1","Inches","No","Engraving","0","9999",""
"MPLOVL1109","Maple Oval Cutting Board - 11x9x1","Wood Products","11.5","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","11","9","1","Inches","No","Engraving","0","9999",""
"MPLOVLTHN0806","Maple Oval Thin Cutting Board 8x6","","7","","0","0","null","null","0","0","68","MIH","Yes","6.3","Ounce(s)","8","6","0.5","Inches","No","Engraving, Wood","0","9999",""
"MPLOVLTHN1108","Maple Oval Thin Cutting Board 11x8","","11.5","","0","0","null","null","0","0","67","MIH","Yes","11.4","Ounce(s)","11","9","0.5","Inches","No","Engraving, Wood","0","9999",""
