"Sku","Description","SubCategory","Fulfillment Cost","USA cost","Overseas Cost","Labor Cost","Alt Item Number","Alternate Product","On Order","Lead Time","Total Inventory","Tags","Active","Weight Amount","Weight Unit","Length","Width","Height","Dimensional Unit","External Site Product","Departments","Minimum Inventory","Maximum Inventory","Image"
"05INWAL08BF","DESCRIPTION","Wood Products","0","","0","0","null","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","Wood","1","1",""
"08INRED08BF","DESC","Wood Products","0","","0","0","null","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","Wood","1","1",""
"08INRED09BF","Red Oak Board -9ft Board 
 
 (Raw Material)","Wood Products","0","","0","0","null","null","0","5","0","","Yes","0","Ounce(s)","16","8","0","Feet","No","Inventory","0","0",""
"08INRED10BF","Red Oak Board -10ft Board 
 
 (Raw Material)","Wood Products","0","","0","0","null","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","","0","0",""
"08INWAL08BF","DESC","","0","","0","0","","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"0BBLMAIL","#0 BBL Poly Mailer 6.5x10 White Xpak 250/CA","Shipping Supplies","0","","0","0","771342218209","null","0","1","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"14GACR","14 Gage Metal Sheets","Laser Metal Supplies","0","","0","0","4049","null","0","2","0","","Yes","126","Pound(s)","120","48","0.08","Inches","No","Inventory","0","0",""
"151340","STRETCH FILM 30” x 11 500’ 40GA 20/PLT","Shipping Supplies","0","","0","0","","null","0","7","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"16GA CR METAL SHEET",".","Laser Metal Supplies","0","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"18GAAL","18 Gauge Aluminum Sheets (.0400X 48 X 120)","Laser Metal Supplies","0","","0","0","1112","null","0","2","0","","Yes","22.8","Pound(s)","120","48","0.04","Inches","No","Inventory","0","0",""
"18GACR","18 Gage Metal Sheets","Laser Metal Supplies","78.5","","0","0","","null","0","0","800","","Yes","0","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"1TSKSTARTER","1 Pack Mushroom Mix with Blender","","2.25","","0","0","null","null","0","0","838","","Yes","11.4","Ounce(s)","8","12","1","Inches","No","Fulfillment","0","9999",""
"20001","Cream Thread (20001) 5000 Meters 40w Polyester","Embroidery Supplies","0","","0","0","Cream Thread  20001","null","0","7","13","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0","https://cwaprodstorage.blob.core.windows.net/images/1591ff49-b67f-4f1c-b6e2-a192035b0856Screenshot 2022-10-04 162956.png"
"200200","Light Brown Hangers","","3.5","","0","0","null","null","0","90","24","","Yes","3.2","Ounce(s)","17","0.5","9.25","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/5b2480a5-353d-46c6-9080-7dc5ede129edFile %284%29.jpg"
"200222","White Hanger","","3.5","","0","0","null","null","0","90","54","","Yes","3.2","Ounce(s)","17","0.5","9.25","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/bd8e2d4c-2798-4433-a352-0559176d12ddFile %2839%29.jpg"
"20GA CR METAL SHEET",".","Laser Metal Supplies","65.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"20GAAL","20 Gauge Aluminum Sheets (.0320 X 48 X 120)","Laser Metal Supplies","0","","0","0","990","null","0","2","0","","Yes","18.24","Pound(s)","120","48","0.03","Inches","No","Inventory","0","0",""
"2BBLMAIL","#2 bbl Poly Mailer 8.5X12 100/case Xpak2","Shipping Supplies","0","","0","0","771342218223","null","0","3","1600","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"2INCLTAPE","2"" TAPE (36 in a box)","Shipping Supplies","0","","0","0","92786","null","0","7","792","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"2TSKSTARTER","2 Packs Mushroom Mix and Blender","","2.5","","0","0","null","null","0","0","0","","Yes","13.8","Ounce(s)","8","12","1","Inches","No","Fulfillment","0","9999","https://cwaprodstorage.blob.core.windows.net/images/ec4e7ee2-a096-4698-8815-28f7c0c5b4b3Starter kit- 2 tin compressed.png"
"30632","Robin Egg Thread (30632) 5000 Meter 40w Polyester","Embroidery Supplies","0","","0","0","Robin Egg Thread (30632)","null","0","7","2","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0","https://cwaprodstorage.blob.core.windows.net/images/0dc2ecea-cc38-4e5f-bf2e-43c594d68cc9Screenshot 2022-10-04 162736.png"
"30SHIPPER","30 IN. SHIPPER FOR METAL SIGNS","","0","","0","0","null","null","0","0","250","","Yes","0","Ounce(s)","0","0","0","Inches","No","Metal","0","0",""
"35INMAP08BF","desc","","0","","0","0","null","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","Wood","1","1",""
"35INMAP09BF","MAPLE 3.5 INCH 09 BF","","1","","0","0","","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"35INMAP10BF","MAPLE 3.5 INCH 10 BF","","1","","0","0","","null","0","0","438","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"36SHIPPER","36 in. Shipper","Shipping Supplies","0","","0","0","","null","0","21","530","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"3INCLTAPE","3"" Tape roll (24/BX)","Shipping Supplies","0","","0","0","3INCHTAPE","null","0","7","106","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"4X6LABELS","4X6 Labels (4 in a box)","Shipping Supplies","0","","0","0","","null","0","5","778","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"53480","Tape 48mm X 914m 964 ClBig 2"" in roll for mug Machine","Shipping Supplies","0","","0","0","null","null","0","5","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"55INMAP09BF","MAPLE 5.5 INCH 09 BF","","1","","0","0","","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"55INMAP10BF","MAPLE 5.5 INCH 10 BF","","1","","0","0","","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"5BBLMAIL","#5 BBL Poly Mailer BOX/100 10.5X16 Whit XPAK5 Self Seal","Shipping Supplies","0","","0","0","0771342218261","null","0","3","0","","Yes","0.1","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"60G6BL1T","1 Pack Mushroom Mix","","1.5","","0","0","null","null","0","0","10218","","Yes","2.4","Ounce(s)","6","10","1","Inches","No","Fulfillment","0","9999",""
"60G6BL2T","2 packs Mushroom powder","","1.75","","0","0","null","null","0","0","0","","Yes","4.8","Ounce(s)","6","10","1","Inches","No","Fulfillment","0","9999","https://cwaprodstorage.blob.core.windows.net/images/5e382fe8-a867-482e-ba50-822c72c6c64b2 pack %283%29.png"
"60G6BL3T","3 Packs Mushroom Powder","","2","","0","0","null","null","0","0","0","","Yes","7.2","Ounce(s)","6","10","1","Inches","No","Fulfillment","0","9999","https://cwaprodstorage.blob.core.windows.net/images/0e8870da-210b-4986-9876-fb7a0b264b483 pack %284%29.png"
"60G6BL6T","6 Packs Mushroom Mix","","3.1","","0","0","null","null","0","0","0","","Yes","14.4","Ounce(s)","8","12","1","Inches","No","Fulfillment","0","9999",""
"725INMAP09BF","MAPLE 7.25 INCH 09 BF","","1","","0","0","","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"725INMAP10BF","MAPLE 7.25 INCH 10 BF","","1","","0","0","","null","0","0","0","","Yes","1","Ounce(s)","1","1","1","Inches","No","","1","1",""
"75493","Saran Wrap Pallet Hand Film","Shipping Supplies","0","","0","0","","null","0","5","174","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"77637","Pinot/Red Thread (77637) 5000 Meters 40w Polyester","Embroidery Supplies","0","","0","0","null","null","0","7","16","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0","https://cwaprodstorage.blob.core.windows.net/images/d1c1320d-0934-4b30-8b91-019d7376428fScreenshot 2022-10-04 161944.png"
"9029DB","Dark Brown Faux Leather China Wallet","","8.5","","0","0","","null","0","75","763","","Yes","1.4","Ounce(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/0c4eacf8-83c0-4c1e-bff4-41d813793690IMG_8814_clipped_rev_1.jpg"
"9029GR","Gray Faux Leather China Wallet","","8.5","","0","0","","null","0","75","3086","","Yes","1.4","Ounce(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/7f8bbbed-b369-4cb9-8405-6acaf146e5f9IMG_8807_clipped_rev_1.jpg"
"9029RH","Rawhide Faux Leather China Wallet","","8.5","","0","0","","null","0","75","2001","","Yes","1.4","Ounce(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/f30c77f8-b696-4ab8-a325-ecf82b447b17IMG_8803_clipped_rev_1.jpg"
"ACR0406","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear 4x6","","4.5","","0","0","","null","0","0","0","","Yes","0.46","Pound(s)","4","6","0.04","Inches","No","UVP","1","5999",""
"ACR0808","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear 8x8","","4.5","","0","0","","null","0","0","0","","Yes","0.25","Pound(s)","8","8","0.04","Inches","No","UVP","0","9999",""
"ACR0812","8 x 12; Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear","","5","","0","0","null","null","0","0","0","","Yes","0.38","Pound(s)","8","12","0.13","Inches","No","","0","9999",""
"ACR1010","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear 10x10","","5.5","","0","0","","null","0","0","0","","Yes","0.4","Pound(s)","10","10","0.04","Inches","No","UVP","0","9999",""
"ACR1030","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear 10x30","","21","","0","0","","null","0","0","0","","Yes","1.2","Pound(s)","10","30","0.04","Inches","No","UVP","0","9999",""
"ACR1212","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear 12x12","","11.5","","0","0","","null","0","0","23","","Yes","0.67","Pound(s)","12","12","0.04","Inches","No","UVP","1","5000",""
"ACR1236","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear 12x36","","29.5","","0","0","","null","0","0","0","","Yes","1.73","Pound(s)","12","36","0.04","Inches","No","UVP","0","9999",""
"ACR1414","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear 14x14","","8.5","","0","0","","null","0","0","0","","Yes","0.78","Pound(s)","14","14","0.04","Inches","No","UVP","0","9999",""
"ACR1616","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear 16x16","","10.5","","0","0","","null","0","0","0","","Yes","1.02","Pound(s)","16","16","0.04","Inches","No","UVP","0","9999",""
"ACR1624","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear 16x24","","26.5","","0","0","","null","0","0","11","","Yes","1.73","Pound(s)","16","24","0.04","Inches","No","UVP","0","9999",""
"ACR1812","18 x 12 Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear","","9","","0","0","null","null","0","0","30","","Yes","0.47","Pound(s)","18","12","0.13","Inches","No","","0","9999",""
"ACR2030","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear 20x30","","40","","0","0","","null","0","0","0","","Yes","2.4","Pound(s)","20","30","0.04","Inches","No","UVP","0","9999",""
"ACR2060","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear 20x60","","78.5","","0","0","","null","0","0","0","","Yes","4.8","Pound(s)","20","60","0.04","Inches","No","UVP","0","9999",""
"ACR2416","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear 24x16","","26.5","","0","0","null","null","0","0","0","","Yes","3","Pound(s)","24","16","0.04","Inches","No","UVP","0","9999",""
"ACR2424","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear 24x24","","19.5","","0","0","","null","0","0","0","","Yes","2.3","Pound(s)","24","24","0.04","Inches","No","UVP","0","9999",""
"ACR2436","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear 24x36","","59.5","","0","0","","null","0","0","0","","Yes","3.48","Pound(s)","24","36","0.04","Inches","No","UVP","1","5000",""
"ACR3624","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear 36x24","","52","","0","0","","null","0","0","0","","Yes","3.48","Pound(s)","36","24","0.04","Inches","No","UVP","1","5999",""
"ACR3636","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear 36x36","","41.5","","0","0","","null","0","0","0","","Yes","5.18","Pound(s)","36","36","0.04","Inches","No","UVP","0","9999",""
"ACRBMKRAW","Acrylic Bookmark Hole At Top For Tassle","","3.5","","0.1","0","null","null","0","0","7","","Yes","6","Ounce(s)","6","2","0.25","Inches","No","UVP","0","9999","https://cwaprodstorage.blob.core.windows.net/images/fa1add33-dfb5-4e33-a3dd-b1192801218bMicrosoftTeams-image.png"
"ACRBMKTASBLK","bookmark, blank tassle","","3.5","","0","0","null","null","0","0","0","","Yes","6","Ounce(s)","1","1","1","Inches","No","UVP","1","1000",""
"ACRBMKTASBLU","bookmark, blue","","3.5","","0","0","null","null","0","0","0","","Yes","6","Ounce(s)","1","1","1","Inches","No","UVP","50","1000",""
"ACRBMKTASGRY","bookmark, grey tassle","","3.5","","0","0","null","null","0","0","0","","Yes","6","Ounce(s)","1","1","1","Inches","No","UVP","50","1000",""
"ACRBMKTASPNK","Bookmark, pink tassle","","3.5","","0","0","null","null","0","0","0","","Yes","6","Ounce(s)","1","1","1","Inches","No","UVP","1","1000",""
"ACRBMKTASWHT","bookmark, white","","3.5","","0","0","null","null","0","0","0","","Yes","6","Ounce(s)","1","1","1","Inches","No","UVP","50","1000",""
"ACRORN","Acrylic Ornament, 3.5 inch, 1/8th in thick, with a gold ribbon","","4","","0","0","null","null","0","0","255","","Yes","8","Ounce(s)","3.5","3.5","0.13","Inches","No","","0","9999",""
"ACRQTR1203WALBAS","Acrylic Art Piece Quarter Inch Thich 12x3 with a Walnut Base","","10.5","","0","0","null","null","0","0","75","","Yes","4","Ounce(s)","12","3","0.25","Inches","No","","0","9999",""
"ACRSHTCLR025IN","Acrylic Extruded Clear Sheet  0.25"" Thick 
 Raw Material
 Transparent
 Moisture Resistant","UVP Supplies","0","","0","0","ACRSHEET","null","0","7","161","","Yes","0","Ounce(s)","96","48","0.13","Inches","No","Inventory","1","5999",""
"ACRSHTWHT125IN","White Acrylic Sheet 0.125"" Thick 
 Raw Material 
 Cast Opaque Bright White
 Moisture Resistant","UVP Supplies","0","","0","0","null","null","0","7","0","","Yes","0","Ounce(s)","96","48","0.13","Inches","No","Inventory","1","5000",""
"ACRSPR0406","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear with standoff spacers","","9","","0","0","null","null","0","0","0","","Yes","0.46","Pound(s)","4","6","0","Inches","No","","0","9999",""
"ACRSPR0808","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear Size according to orientation in sku; Including 4 holes and spacers to hang","","11","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","8","8","0.04","Inches","No","UVP","0","9999",""
"ACRSPR0812","8X12 Acrylic Art Pieces Plexiglass Sheet   1mm (.04in) Thick Clear   Size according to orientation in sku;   Including 4 holes and spacers to hang - 8 X 12","","13","","0","0","null","null","0","0","0","","Yes","7.4","Ounce(s)","8","12","0.04","Inches","No","UVP","0","9999",""
"ACRSPR1010","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear Size according to orientation in sku; Including 4 holes and spacers to hang","","13.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","10","10","0.04","Inches","No","UVP","0","9999",""
"ACRSPR1030","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear Including 4 holes and spacers to hang 10x30","","26","","0","0","","null","0","0","0","","Yes","20.7","Ounce(s)","10","30","0.04","Inches","No","UVP","0","9999",""
"ACRSPR1212","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear with standoff spacers","","11","","0","0","null","null","0","0","0","","Yes","0.67","Pound(s)","12","12","0","Inches","No","","0","9999",""
"ACRSPR1236","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear Including 4 holes and spacers to hang 12x36","","34.5","","0","0","","null","0","0","0","","Yes","29.18","Ounce(s)","12","36","0.04","Inches","No","UVP","0","9999",""
"ACRSPR1414","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear Size according to orientation in sku; Including 4 holes and spacers to hang","","19.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","14","14","0.04","Inches","No","UVP","0","9999",""
"ACRSPR1616","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear Size according to orientation in sku; Including 4 holes and spacers to hang","","23.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","16","16","0.04","Inches","No","UVP","0","999",""
"ACRSPR1624","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear including 4 holes and spacers to hang 16 x 24","","31.5","","0","0","","null","0","0","0","","Yes","29.18","Ounce(s)","16","24","0.04","Inches","No","UVP","0","9999",""
"ACRSPR1812","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear with standoff spacers","","14","","0","0","null","null","0","0","0","","Yes","0.86","Pound(s)","18","12","0","Inches","No","","0","9999",""
"ACRSPR2030","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear Including 4 holes and spacers to hang 20x30","","45","","0","0","","null","0","0","0","","Yes","39.9","Ounce(s)","20","30","0.04","Inches","No","UVP","0","9999",""
"ACRSPR2060","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear with standoff spacers","","43","","0","0","null","null","0","0","0","","Yes","4.8","Pound(s)","20","60","0","Inches","No","","0","9999",""
"ACRSPR2416","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear with standoff spacers","","19","","0","0","null","null","0","0","0","","Yes","1.73","Pound(s)","24","16","0","Inches","No","","0","9999",""
"ACRSPR2424","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear Size according to orientation in sku; Including 4 holes and spacers to hang","","43.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","24","24","0.04","Inches","No","UVP","0","999",""
"ACRSPR2436","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear with standoff spacers","","33","","0","0","null","null","0","0","0","","Yes","3.48","Pound(s)","24","36","0","Inches","No","","0","9999",""
"ACRSPR3624","Acrylic Art Pieces Plexiglass Sheet 1/8"" thick clear with standoff spacers","","33","","0","0","null","null","0","0","0","","Yes","3.48","Pound(s)","36","24","0","Inches","No","","0","9999",""
"ACRSPR3636","Acrylic Art Pieces Plexiglass Sheet 1mm (.04in) Thick Clear Size according to orientation in sku; Including 4 holes and spacers to hang","","88.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","36","36","0.04","Inches","No","UVP","0","999",""
"ACRSTR","Acrylic Drink Stir Sticks","","0.5","","0","0","null","null","0","0","0","MIH,New Product","Yes","0","Ounce(s)","7","1.5","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/c4c7cb30-2faa-48db-beea-ca536b58c0a8Stir Sticks.png"
"ACRTOPFLR","Flower Shaped Acrylic Top Piece-Accessory for Stanley Tumbler","","3.5","","0","0","null","null","0","0","0","New Product","Yes","0.4","Ounce(s)","2.75","3.13","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/c7c190b6-6d24-423d-8e29-195ce063def6Stanley Add On 2.png"
"ACRTOPRCT","Rectangle Shaped Acrylic Top Piece-Accessory for Stanley Tumbler","","1.5","","0","0","null","null","0","0","412","New Product","Yes","0.3","Ounce(s)","1.25","3.13","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/cb5c1a95-7e56-48c3-9d6d-374432a71a7aStanley Add On 1.png"
"ACRTOPSHT","Shirt Shaped Acrylic Top Piece-Accessory for Stanley Tumbler","","3.5","","0","0","null","null","0","0","0","","Yes","0.4","Ounce(s)","3.13","2.75","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/ce3196df-f521-4fe0-b49e-be1eb13998c6Stanley Add On 3.png"
"ACRWALBAS0507","Acrylic Art Piece with Walnut Base - 5 x 7","","10.5","","0","0","ACR57WALBAS","null","0","0","40","","Yes","5.9","Ounce(s)","5","7","0.04","Inches","No","UVP","0","10000",""
"ACRWALBAS0812","Acrylic Art Piece with Walnut Base - 8 x 12","","8.5","","0","0","ACR812WALBAS","null","0","0","5","","Yes","10.7","Ounce(s)","8","12","0.04","Inches","No","UVP","0","10000",""
"ACRWALBASENG0507","Acrylic Art Piece with Engraved Walnut Base - 5 x 7","","12","","0","0","null","null","0","0","0","","Yes","5.9","Ounce(s)","5","7","0.04","Inches","No","Engraving, UVP","0","0",""
"ACRWALBASENG0812","Acrylic Art Piece with Engraved Walnut Base - 8 x 12","","10","","0","0","null","null","0","0","0","","Yes","10.7","Ounce(s)","8","12","0.04","Inches","No","Engraving, UVP","0","0",""
"ACSKTUM10ZCLR","Clear Acrylic Tumbler 10oz with Gasket Lid & Straw   9"" (23 cm) H x 3.75"" (9.5 cm) Diameter   Dishwasher Safe; Hand Wash Recommended   Up to 175 Degrees BPA/BPS Free Double Wall Tapered Design","","7","","0","0","CL10BCLEAR","null","0","0","37","Back In Stock","Yes","7","Ounce(s)","3.75","3.74","9","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/605fa6e2-e4ae-41bd-9691-86d8e4eecae1ACSKTUM10ZCLR.png"
"ACSKTUM10ZMNT","Mint Acrylic Tumbler 10oz with Gasket Lid & Straw   9"" (23 cm) H x 3.75"" (9.5 cm) Diameter Dishwasher Safe; Hand Wash Recommended Up to 175 Degrees   BPA/BPS Free Double Wall Tapered Design","","7","","0","0","CL10BMINTY","null","48","7","0","","Yes","7","Ounce(s)","3.54","3.74","3.75","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/b391f9d4-a855-408a-ac12-b90713a0d2b110oz acr Kids mint.png"
"ACSKTUM10ZPNK","Pink Acrylic Tumbler 10oz with Gasket Lid & Straw  9"" (23 cm) H x 3.75"" (9.5 cm) Diameter  Dishwasher Safe; Hand Wash Recommended  Up to 175 Degrees  BPA/BPS Free Double Wall Tapered Design","","7","","0","0","CL10BBUBBLEGUM","null","48","7","2","","Yes","7","Ounce(s)","3.75","3.74","9","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/ece526e5-a970-494d-8d1c-09bb68db6c8010oz acr Kids pink.png"
"ACSKTUM10ZPUR","Purple Acrylic Tumbler 10oz with Gasket Lid & Straw   9"" (23 cm) H x 3.75"" (9.5 cm) Diameter   Dishwasher Safe; Hand Wash Recommended   Up to 175 Degrees   BPA/BPS Free Double Wall Tapered Design","","7","","0","0","CL10BGRAPE","null","0","7","35","","Yes","7","Ounce(s)","3.75","3.74","9","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/c3f0300b-f2b7-4d94-b40a-42de3c8bbb7f10oz acr Kids purple.png"
"ACSKTUM10ZRBL","Royal Blue Acrylic Tumbler 10oz with Orange Gasket Lid & Blue Straw   9"" (23 cm) H x 3.75"" (9.5 cm) Diameter   Dishwasher Safe; Hand Wash Recommended   Up to 175 Degrees   BPA/BPS Free Double Wall Tapered Design","","7","","0","0","CL10BBLUECRUSH","null","0","7","42","","Yes","7","Ounce(s)","3.75","3.74","9","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/a10c2812-3ccd-44aa-ae0f-0294dc3a486d10oz acr Kids Blue.png"
"ACSKTUM16ZBLK","Acrylic Skinny Tumbler 16oz- Black","","7.5","","2.2","0","null","null","1000","45","59","","Yes","6.6","Ounce(s)","8.5","2.75","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/f74fc749-36d1-4046-a083-b2af05e3bd87IMG_7661_clipped_rev_1.jpg"
"ACSKTUM16ZICB","Acrylic Skinny Tumbler 16oz - Iceberg Blue","","7.5","","0","0","","null","4000","60","181","","Yes","6.6","Ounce(s)","8.5","3.75","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/15d32b8f-04fa-4d9b-b2aa-13b04b6ea47fIMG_7648_clipped_rev_1.jpg"
"ACSKTUM16ZMNT","Acrylic Skinny Tumbler 16oz - Mint","","7.5","","0","0","","null","3000","60","144","","Yes","6.6","Ounce(s)","8.5","3.75","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/403ced90-879c-46e1-8dc2-f09dc377916aIMG_7652_clipped_rev_1.jpg"
"ACSKTUM16ZPNK","Acrylic Skinny Tumbler 16oz - Pink","","7.5","","0","0","","null","6000","45","295","","Yes","6.6","Ounce(s)","8.5","3.75","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/4a595a91-543f-4e90-b384-1e0e7556aa1fIMG_7647_clipped_rev_1.jpg"
"ACSKTUM18ZDBL","Acrylic Skinny Tumbler 18oz - Dusty Blue","","8.5","","0","0","","null","0","7","36","","Yes","7.4","Ounce(s)","0","3","8.5","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/82f01525-d760-4685-9978-59e87e2e309bFile %2812%29.jpg"
"ACSKTUM24ZMTBK","24oz Acrylic tumbler- Matte Black","","8","","0","0","","null","0","75","6222","","Yes","8.7","Ounce(s)","0","0","0","Inches","No","UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/932e5aea-7b08-42c7-ac35-773f32d758c9Untitled design %289%29.png"
"ADLTCRSKWHT","Unisex Adult Crew Socks
 White/Black Heel 
 97% Polyester/3% Spandex
 One size fits most/men's 6-13/lady's 4-12","","7.5","","0","0","SCK202","null","0","3","11","","Yes","2.72","Ounce(s)","13.5","3.5","0","Inches","No","Sublimation","0","0","https://cwaprodstorage.blob.core.windows.net/images/9eb7034a-7f00-4c19-b3ad-78edffbe8b14IMG_8252_clipped_rev_1.jpg"
"AFD77","Knife - Rifle gunknife red/brown wood handle with flashlight and silver blade","","9","","0","0","","null","0","120","492","","Yes","6.2","Ounce(s)","5.44","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/2bb5b515-2e7e-4e38-bffd-7aeba9cd2e9fIMG_8957_clipped_rev_1.jpg"
"AKCCLR","Acrylic Key Chain - Clear","","7","","0","0","null","null","0","0","0","","Yes","4","Ounce(s)","2.6","1.5","0","Inches","No","","0","9999",""
"ALUPLT025","ALUMINUM PLATE (.2500 X 60 X 120)
 (Raw Material)","Laser Metal Supplies","0","","0","0","null","null","0","2","0","","Yes","174.61","Pound(s)","120","60","0.25","Inches","No","Inventory","1","10",""
"APIL08X05","Fill Air Extreme Efficiency Film 8""x 5""x5900' by rolls (Air Pillow)","Shipping Supplies","0","","0","0","176221","null","0","3","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
"APIL08X05X4200","AIR PILLOW, 8 X 5 X 4200, FILL AIR EXTREME SELECT","Shipping Supplies","0","","0","0","100699315","null","4","3","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","1","6",""
